Unnamed: 0,index,content,type,label,kn_id
77,15386,已知\cos α =1/5，则tan ( 90° -α )的值为 ． 解析： 已知\cos α =1/5，则tan ( 90° -α )=√(6)/12．,普通题,探究一般角的三角函数的值,49
78,30485,有一家拉面馆，味道很美，你知道拉面是怎样做的吗？一根拉一次变成2根，再拉一次变成4根，照这样做下去，那么拉上7次后，师傅手中的拉面有（ ）根． 解析： ∵拉1次面条根数为{2^1}，拉2次面条根数为{2^2}， ∴拉n次面条根数为{2^n}， ∴拉上7次后，师傅手中的拉面有{2^7}=128根． 故选C．,普通题,有理数乘方运算,6
79,26140,其中有位销售员甲3月份的销售额是8万元，计划到5月份增长到12.5万元，求每月的平均增长率． 解析： 设每月增长率为x， 由题意得 8{( 1+x )^2}=12.5 {( 1+x )^2}=1.5625 1+x=± 1.25 {x_1}=0.25=25%，{x_2}=-2.25（舍去）， 答：每月增长率为25%．,普通题,一元二次方程的增长率问题,90
80,5617,若x<}y，则下列各式中一定成立的是（ ）． 解析： 若x<{y，则-x>-y． 故选B．,普通题,不等式的性质,96
81,6750,某种植物细胞的直径约为0.00012mm，用科学记数法表示这个数为（ ）mm． 解析： 0.00012=1.2× {10^-4}． 故选：D．,普通题,科学记数法：表示较小的数,103
82,14054,4 * x^2-16=0． 解析： 4 * x^2-16=0 移项得：4 * x^2=16， 系数化为1，得：{x^2}=4， 开平方，得：x=± 2．,普通题,直接开平方法求一元二次方程的根,52
83,27368,在 Rt△ ABC中，∠ C=90° ，BC=2，tan A=1/2，则AB的长为 . 解析： ∵∠ C=90° ，BC=2，tan A=1/2，tan A=BC/AC， ∴tan A=2/AC=1/2， ∴AC=4， ∴.AB=√(B * C^2+A * C^2)=√({2)^{2}+{4^2}}=√(4+16)=√(20)=2√(5)．,普通题,解直角三角形的综合应用,37
84,25527,在平面直角坐标系中，抛物线y={x^2}经变换后得到抛物线y={x^2}+2，则这个变换可以是（ ）． 解析： y={x^2}向上平移2个单位得： y={x^2}+2． 故选B．,普通题,二次函数平移变换,84
85,40167,计算： 27^(1/3)+√(1/9)/ ( -2/3 )+( -1/2 )． 解析： 2^(1/3)7+√(1/9)/ ( -2/3 )+( -1/2 ) =3+1/3× ( -3/2 )+1/2 =3．,普通题,含二次根式的实数的运算,99
86,57558,请你帮忙确定B地位于A地的什么方向，距离A地多少千米？ 解析： ∵14-9+8-7+13-6+12-5=20， ∴B地在A地的东边20千米． 若冲锋舟每千米耗油0.5升，求冲锋舟当天救灾过程中共耗油多少升？ 解析： 这一天走的总路程为：14+|-9|+8+|-7|+13+|-6|+12+|-5|=74千米， 应耗油74× 0.5=37（升）．,复合题,有理数加减法与实际问题,57
87,23149,求这个函数的解析式． 解析： 由题意把条件表达式：x=-4 \\ y=9 \\ ，条件表达式：x=2 \\ y=-3 \\ 分别代入一次函数y=kx+b得： 条件表达式：-4k+b=9 \\ 2k+b=-3 \\ ， 解得：条件表达式：k=-2 \\ b=1 \\ ． ∴这个函数的解析式为：y=-2x+1．,普通题,已知两点求一次函数解析式,107
88,20436,4 * a^2-16． 解析： 4 * a^2-16 =4({a^2}-4) =4( a+2 )( a-2 )．,普通题,提公因式+平方差,46
89,44693,求该企业从2016年到2018年利润的年平均增长率． 解析： 设这两年该企业年利润平均增长率为x， 由题意得，2{( 1+x )^2}=2.88， 解得{x_1}=0.2=20%，{x_2}=-2.2（不合题意，舍去）． 答：该企业从2016年到2018年利润的年平均增长率为20%．,普通题,一元二次方程的增长率问题,90
90,54313,3( x-4 )-2( 3x+4 )=-15 ． 解析： 3( x-4 )-2( 3x+4 )=-15 3x-12-6x-8=-15 -3x=5 x=-5/3．,普通题,常规一元一次方程解法,25
91,31038,"已知抛物线y=a * x^2-k是由抛物线y=-{x^2}向下平移2个单位得到的，则a的值是 、k的值是 ． 解析： ∵抛物线y=-{x^2}的顶点坐标是( 0,0 )，则向上平移2个单位后的坐标为：( 0,2 )， ∴平移后抛物线的解析式为y=-{x^2}+2． 即a=-1，k=2．",普通题,二次函数平移变换,84
92,35207,先化简，再求值：{x^2}-(5 * x^2-4y)+3({x^2}-y)，其中x=-1，y=2． 解析： {x^2}-(5 * x^2-4y)+3({x^2}-y) ={x^2}-5 * x^2+4y+3 * x^2-3y =-{x^2}+y， 当x=-1，y=2时， 原式=-{(-1)^2}+2 =-1+2 =1．,普通题,整式乘除化简求值-直接代入化简求值,71
93,29040,一次函数y=3(x-1)在y轴上的截距是（ ）． 解析： 一次函数在y轴上的截距是x=0时y值， y=3(x-1)，当x=0时，y=3(0-1)=-3．,普通题,一次函数的图象特征与性质,75
94,11402,设a=√(7)-1，则代数式3 * a^3+12 * a^2-6a-12的值为（ ）． 解析： 由题意得a+1=√(7)，即{a^2}=6-2a， 所以3 * a^3+12 * a^2-6a-12=3a( 6-2a )+12( 6-2a )-6a-12 =-6 * a^2-12a+60 =-6( 6-2a )-12a+60 =24．,普通题,整式乘除的综合,27
95,20525,下列各数中，是无理数的是（ ）． 解析：  π /3是无限不循环小数，为无理数． 故选D．,普通题,无理数的定义,105
96,14146,"已知点P( p,0 )，过点P作x轴的垂线，分别交直线{l_1}，{l_2}于M，N两点，若点M，N之间的距离是3-3k，求点P的坐标． 解析： 将x=p分别代入y=x+1和y=kx+2-k， 得{y_M}=p+1，{y_N}=kp+2-k， ∴M( p,p+1 )，N( p,kp+2-k )． ∵点M，N的横坐标相等， ∴点M，N之间的距离是|kp+2-k-( p+1 )|=|kp-p-k+1| =|( k-1 )( p-1 )|=3-3k． ∵k<}1， ∴k-1<{0， ∴( 1-k )* |p-1|=3( 1-k )， 即|p-1|=3， ∴p-1=± 3， 解得{p_1}=-2，{p_2}=4， ∴点P的坐标为( -2,0 )或( 4,0 )．",普通题,一次函数与一元一次方程,65
97,51080,"如图，B,D,E,C四点共线，且△ ABD≌ △ ACE，若∠ AEC=105° ，则∠ DAE= ． 解析： 解：∵ ∠ AEC=105° , ∴ ∠ AED=75° , ∵ △ ABD≌ △ ACE, ∴ AD=AE, ∴ ∠ ADE=75° , ∴ ∠ DAE=180° -75° × 2=30° , 故答案为：30° ．",普通题,全等三角形的对应边与角,13
98,37594,计算：|-1|+{2^2}= ． 解析： 解：原式=1+4=5， 故答案为：5,普通题,含乘方的有理数混合运算,47
99,18460,化简：A* B-n* B． 解析： A* B-n* B =(A-n)* B =(x+n-2)* (x+2) =(x-2)(x+2) ={x^2}-4．,普通题,整式乘除的综合,27
100,23505,请猜想：a⊙ b= (结果用含a、b的代数式表示)； 解析： 解：由题目中的式子可得， a⊙ b=4a+b.,普通题,定义新运算,139
101,38247,如图，AB//CD，∠ B=150° ，FE⊥ CD于E，则∠ FEB= ． 解析： ∵AB//CD，∠ B=150° ， ∴∠ BEC=180° -∠ B=180° -150° =30° ， ∵FE⊥ CD， ∴∠ CEF=90° ， ∴∠ FEB=∠ CEF-∠ BEC=90° -30° =60° ， 故答案为：60° ．,普通题,平行线的性质,1
102,11027,"一动点M沿路线O\to A\to C运动，当{S_△ OCM}=3时，求点M的坐标． 解析： 设M的坐标是({x_M},0)， ∵{S_△ OCM}=1/2OC* {x_M}=3， ∴1/2× 6* {x_M}=3， ∴{x_M}=1， 对y=1/2x，令x=1，则y=1/2， 对y=-x+6，令x=1，则y=5， ∴M的坐标是( 1,1/2 )或(1,5)．",普通题,一次函数与一元一次方程,65
103,45638,十字框中的五个数的和与中间的数16有什么关系？ 解析： 6+14+18+26=70． 70=16× 5．,普通题,数列找规律-其他数列规律,45
104,20029,解方程组：条件表达式：2x-y-1=0 \\ 2 * x^2+3xy+{y^2}=0 \\． 解析： 因为2 * x^2+3xy+{y^2}=0可以化为(x+y)(2x+y)=0，所以x+y=0或2x+y=0，所以得到条件表达式：2x-y-1=0 \\ x+y=0 \\或条件表达式：2x-y-1=0 \\ 2x+y=0 \\，即条件表达式：x=1/3 \\ y=-1/3 \\或条件表达式：x=1/4 \\ y=-1/2 \\； 所以原方程的解为：条件表达式：x=1/3 \\ y=-1/3 \\或条件表达式：x=1/4 \\ y=-1/2 \\．,普通题,加减消元法解二元一次方程组,83
105,4473,"在平面直角坐标系中，点P(-5,9)位于第 象限． 解析： 已知点P(-5,9)，横坐标为负数，纵坐标为正数，所以点P位于第二象限． 故答案为：二．",普通题,象限内坐标的特征,44
106,4904,你喜欢吃拉面吗？拉面馆的师傅，用一根很粗的面条，把两头捏合在一起拉伸，再捏合，再拉伸，反复几次，就把这根很粗的面条拉成了许多细的面条．如图所示：这样捏合到第6次后可拉出几根面条？ 解析： 根据题意得：{2^6}=64， 答：这样捏合到第6次后可拉出64根面条．,普通题,有理数乘方运算,6
107,52723,"如图，菱形ABCD的边长为4,∠ A={60^° }},E是边AD的中点，F是边AB上的一个动点，将线段EF绕着E逆时针旋转{60^° }}，得到EG，连接EG、CG，则BG+CG的最小值为（ ） 解析： 【分析】取AB与CD的中点M，N，连接MN，作点B关于MN的对称点E'，连接E'C，E'B，此时CE的长就是GB+GC的最小值；先证明E点与E'点重合，再在Rt△EBC中，EB=2√(3)，BC=4，求EC的长.【详解】取AB与CD的中点M，N，连接MN，作点B关于MN的对称点E'，连接E'C，E'B，此时CE的长就是GB+GC的最小值；∵MN∥AD，∴HM=1/2AE，∵HB⊥HM，AB=4，∠A=60°，∴MB=2，∠HMB=60°，∴HM=1，∴AE'=2，∴E点与E'点重合，∵∠AEB=∠MHB=90°，∴∠CBE=90°，在Rt△EBC中，EB=2√(3)，BC=4，∴EC=2√(7)，故选B【点睛】本题考查菱形的性质，直角三角形的性质；确定G点的运动轨迹，是找到对称轴的关键．",普通题,菱形的性质,122
108,13377,预计在今后的销售中，销量与单价仍然存在( 2 ) 中的关系，且该产品的成本是20 元/件．为使工厂获得最大利润，该产品的单价应定为多少？ 解析： 解：设定价为x 元时，工厂获得的利润为W元 ， 根据题意得：W=( x-20 )y=( x-20 )( -2x+100 )=-2 * x^2+140x-2000=-2{( x-35 )^2}+450 ， ∵ 当x=35 时，W 最大值为450 ， 则为使工厂获得最大利润，该产品的单价应定为35 元．,普通题,二次函数的利润问题,24
109,21848,对于任何实数，规定一种新运算|\beginmatrixa\ \ \ \ b \\ c\ \ \ \ d \\ \endmatrix|=ad-bc，如|\beginmatrix1\ \ \ \ 2 \\ 4\ \ \ \ 5 \\ \endmatrix|=1× 5-2× 4=-3．当{x^2}+2x-3=0时，按照这个运算求|\beginmatrix2x+1\ \ \ \ \ \ x-2 \\ 2x\ \ \ \ \ \ \ \ \ \ 2x-1 \\ \endmatrix|的值． 解析： 由已知得{x^2}+2x=3， |\beginmatrix2x+1\ \ \ \ \ \ x-2 \\ 2x\ \ \ \ \ \ \ \ \ \ 2x-1 \\ \endmatrix| =(2x+1)(2x-1)-2x(x-2) =2 * x^2+4x-1 =2× 3-1 =5．,普通题,定义新运算,139
110,11254,( x-1-3x/x-3 )* 6-2x/{x^{2}+2x+1}． 解析： 原式=-2( x-1 )/x+1．,普通题,分式加减、乘除、乘方混合运算,93
111,57751,"当点P在线段AO（点P不与A、O重合）上运动至何处时，线段OE的长有最大值，求出这个最大值． 解析： 设PA=t，OE=l， 由∠ DAP=∠ POE=∠ DPE=90° 得△ DAP\backsim △ POE， ∴4/3-t=t/l， ∴l=-1/4 * t^2+3/4t=-1/4{(t-3/2)^2}+9/16． ∴当t=3/2时，l有最大值9/16， 即P为AO中点时，OE的最大值为9/16． 是否存在这样的点P，使△ PED是等腰三角形？若存在，请求出点P的坐标及此时△ PED与正方形ABCD重叠部分的面积；若不存在，请说明理由． 解析： 存在． ①点P点在y轴左侧时，P点的坐标为(-4,0)， 由△ PAD\backsim △ OEG得OE=PA=1， ∴OP=OAPA=4． ∵△ ADG\backsim △ OEG， ∴AG:GO=AD:OE=4:1． ∴AG=4/5AO=12/5． ∴重叠部分的面积=1/2× 4× 12/5=24/5． ②当P点在y轴右侧时，P点的坐标为(4,0)， 此时重叠部分的面积为712/77． nan",复合题,相似三角形的性质,91
112,7666,1-2y/3-4y=1-y+2/6． 解析： 1-2y/3-4y=1-y+2/6 2(1-2y)-24y=6-(y+2) 2-4y-24y=6-y-2 2+2-6=4y+24y-y 27y=-2 y=-2/27．,普通题,常规一元一次方程解法,25
113,18742,"设A=\left\ x\left| x=3n+2,n\in {{{N}^*} \right. \right\}，B=\left\ x\left| x=4+1,m\in {{{N}^*} \right. \right\}，将A\cap B的元素按从小到大排列，试求第13个元素． 解析： 已知集合A=\left\ ( x,y )\left| ax+y=1 \right. \right\，B=\left\ ( x,y )\left| x+ay=1 \right. \right\，C=\left\ ( x,y )\left| {{x^2}+{y^2}=1 \right. \right\}．",普通题,完全平方公式的计算-不含分式,19
114,24370,求下列各数的绝对值：-  √(2)/3． 解析： |-√(2)/3|=√(2)/3．,普通题,绝对值的非负性,9
115,16040,已知该校七年级有1200名学生，请你估计该校七年级学生中，四月份“读书量”为5本的学生人数． 解析： 四月份“读书量”为5本的学生人数 =1200× 6/60=120（人）．,普通题,用样本估计总体,106
116,1641,如图，在△ ABC中，AB=AC，D为BC边上的一点，且AB=BD，AD=CD，∠ ABC= ． 解析： ∵AB=AC=BD，AD=DC， ∴∠ B=∠ C=∠ DAC，∠ BAD=∠ BDA， 设∠ B=∠ C=∠ DAC=x，则∠ BAD=∠ BDA=∠ C+∠ DAC=2x， ∵∠ B+∠ C+∠ BAC=180° ，即x+x+2x+x=180° ， 解得x=36° ， ∴∠ B=∠ C=∠ DAC=36° ．,普通题,等腰三角形的性质-等边对等角,113
117,45918,填空： 2.1 \×  -π \= ． 解析：  2.1 \=2， -π \=-4， ∴ 2.1 \×  -π \=-8．,普通题,定义新运算,139
118,8140,已知直线y=b（b为实数）与函数y=|{x^2}-4x+3|的图象至少有三个公共点，则实数b的取值范围是 ． 解析： ∵当{x^2}-4x+3=0时x=1或x=3， ∴当x<}1或x>3时，{{x^2}-4x+3>0， 即y=1=|{x^2}-4x+3|，函数值大于0， 当1<}x<{3时，-1<= {x^2}-4x+3<}0， 即：y=|-{{x^2}+4x-3|，函数最大值为1， 故符合条件的实数b的取值范围是0<}b <= 1． 故答案为：0<{b <= 1．,普通题,二次函数与坐标轴交点,55
119,37923,不等式组条件表达式：1/2x+1>0 \\ 1/2x-1<= 1 \\的整数解有( ) 解析： 考点：一元一次不等式组的整数解． 解：条件表达式：1/2x+1>0①\\ 1/2x-1<= 1② \\， 由①得，x>-2， 由②得，x<= 4， 不等式组的解集为-2 <  x<= 4， 故不等式组的整数解为-1，0，1，2，3，4． 故选B．,普通题,解一元一次不等式组,42
120,6272,一列数：1、2、3、5、8、13、\square ，则\square 中的数是 ． 解析： 观察题中所给各数可知：3=1+2，5=2+3，8=3+5，13=5+8， ∴\square 中的数=8+13=21． 故答案为：21．,普通题,数列找规律-其他数列规律,45
121,36878,在数轴上画出表示下列各数的点，并把原数按从小到大的顺序用“<}”连接起来． -31/2，-1，-|-2|，{{( -1 )^2}，{2^2} 解析： 数轴如下图所示： -31/2<}-|-2|<{-1<}{{( -1 )^2}<}{{2^2}．,普通题,有理数比较大小-利用数轴,117
122,5412,2020年春季，一种新型冠状病毒肆虐着人们的健康，据了解，这种新型冠状病毒的直径约为125纳米，若1米={10^9}纳米，则这种冠病毒的直径用科学记数法可表示为（ ）． 解析： 125纳米=125×0.000000001米=1.25× {10^-7}米． 故选C．,普通题,科学记数法：表示较小的数,103
123,41063,如图，将大小不同的两块量角器的零度线对齐，且小量角器的中心O_2，恰好在大量角器的圆周上，设图中两圆周的交点为P，且点P在小量角器上对应的刻度为63° ，那么点P在大量角器上对应的刻度为（只考虑小于90° 的角）（ ）． 解析： 连接O_1P，O_2P，如图， ∵P在小量角器上对应的刻度为63°， 即∠ O_1O_2P=63°， 而O_1P=O_2O_1， ∴∠ O_1PO_2=∠ O_1O_2P=63°， ∴∠ PO_1O_2=180°-63°-63°=54°， 即点P在大量角器上对应的刻度为54°（只考虑小于90°的角）． 故选：A．,普通题,圆周角定理以及应用,63
124,2922,在下列各数中，属于无理数的是（ ）． 解析： A、是有理数，故本选项错误； B、π 是无理数，故本选项正确； C、√(4)=2，是有理数，故本选项错误； D、27^(1/3)=3，是有理数，故本选项错误； 故选：B．,普通题,无理数的定义,105
125,358,若分式x-2/x-1有意义，则x的取值范围是（ ）． 解析： 当分母x-1≠ 0，即x≠ 1时，分式x-2/x-1有意义． 故选：A．,普通题,分式有意义的条件,87
126,12449,根据观察与计算能得出什么结论，请将它用文字或字母表示出来． 解析： 根据观察和计算发现，设十位都为A，个位分别为B、C的两个数AB和AC， 且B+C=10， 则AB× AC=( A{}^2+A )× 100+B× C．,普通题,算式找规律,18
127,21629,在Rt△ ABC中，∠ C=90° ，AC=2，\cot A=1/3，则BC= ． 解析： Rt△ ABC中，∠ C=90° ，AC=2，\cot A=1/3=AC/BC，得 BC=3AC=3× 2=6,普通题,解直角三角形的综合应用,37
128,20888,有下列四种说法： ①锐角的补角一定是钝角； ②一个角的补角一定大于这个角； ③如果两个角是同一个角的补角，那么它们相等； ④锐角和钝角互补． 其中正确的是（ ）． 解析： ①锐角的补角一定是钝角；根据补角的定义和钝角的定义可判断其正确性，故此选项正确； ②一个角的补角一定大于这个角；当这个角为钝角时，它的补角小于90° ，故此选项错误； ③如果两个角是同一个角的补角，那么这两个角相等；利用同补角定义得出，此选项正确； ④中没有明确指出是什么角，故此选项错误． 故正确的有：①③． 故选B．,普通题,余角和补角,104
129,48240,3mx^2-6mxy+3my^2． 解析： 原式=3m(x^2-2xy+y^2)=3m(x-y)^2．,普通题,提公因式+完全平方,112
130,16374,分式方程x-2/x=1/2的解为（ ）． 解析： 去分母得，2x-4=x， 解得x=4， 经检验x=4是原分式方程的解， 故D正确．,普通题,解可化为一元一次方程的分式方程,127
131,37486,(2 * x^2+x)-[4 * x^2-({3^2}-x)]． 解析： 原式=(2 * x^2+x)-[4 * x^2-({3^2}-x)] =2 * x^2+x-(4 * x^2-9+x) =2 * x^2-4 * x^2+x-x+9 =-2 * x^2+9． 故答案为：-2 * x^2+9．,普通题,整式加减,5
132,31478,如图，边长为2菱形ABCD中，∠ DAB=60° ，连接对角线AC，以AC为边作第二个菱形AC{C_1}{D_1}，使∠ {D_1}AC=60° ；连接A{C_1}，再以A{C_1}为边作第三个菱形A{C_1}{C_2}{D_2}，使∠ {D_2}A{C_1}=60° ；*s ，按此规律所作的第6个菱形的边长为 ． 解析： 连接DB， ∵四边形ABCD是菱形， ∴AD=AB，AC⊥ DB， ∵∠ DAB=60° ， ∴△ ADB是等边三角形， ∴DB=AD=2， ∴BM=1， ∴AM=√({2)^{2}-{1^2}}=√(3)， ∴AC=2AM=2√(3)， 同理可得A{C_1}=√(3)AC=6，A{C_2}=√(3)A{C_1}=6√(3)，A{C_3}=√(3)A{C_2}=18，A{C_4}=√(3)A{C_3}=18√(3)， 故答案为：18√(3)．,普通题,菱形的性质,122
133,30808,"下列运算中错误的有（ ）． ①√(16)=4；②√(36/49)=± 6/7；③√(-{3)^{2}}=-3；④± √({3)^{2}}=3 解析： ①√(16)=4，正确； ②36/49=± 6/7，计算成平方根，错误； ③√(-{3)^{2}}=-3, 无法开方，错误； ④± √({3)^{2}}=3，是计算平方根，错误． 错误的有3个． 故选B．",普通题,开平方,95
134,26949,有A、B两只不透明口袋，每只口袋装有两只相同的球，A袋中的两只球上分别写了“细“致”的字样，B袋中的两只球上分别写了“信”、”心”的字样，从每只口袋里各摸出出一只球，刚好能组成“细心“字样的概率是 ． 解析： 共有4种情况，恰好能组成“细心”字样的情况有1种，∴概率为1/4．,普通题,树形图,33
